,precinct_id,rate_overvote_x,18 to 29 years,30 to 44 years,45 to 64 years,65 years and over,rate_overvote_y,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,rate_overvote_x,Median Income,rate_overvote_y,Below Poverty,Above Poverty,rate_overvote,Male,Female
0,1101,0.0066115702479338,0.2232051235517826,0.1997336001354477,0.3364550192750213,0.2406062570377482,0.0066115702479338,0.1186999287524931,0.0417775709820071,0.1295729112243282,0.1738836712253996,0.0489519596045547,0.3532888526830304,0.1338251055281867,0.0066115702479338,72806.60677905293,0.0066115702479338,0.0649487623075995,0.9350512376924004,0.0066115702479338,0.5145152238677538,0.485484776132246
1,1102,0.0018957345971563,0.2228249350956046,0.1999328701260112,0.3366532801793644,0.2405889145990198,0.0018957345971563,0.118665923061859,0.0417878837462398,0.1298690722742042,0.1738247655522112,0.0491421113151146,0.3529454269555205,0.1337648170948502,0.0018957345971563,52263.75896616688,0.0018957345971563,0.064885215076036,0.935114784923964,0.0018957345971563,0.5144311416296878,0.4855688583703121
2,1103,0.0029498525073746,0.2244380598276153,0.1990873753591347,0.335812066925807,0.2406624978874429,0.0029498525073746,0.1188102078756126,0.0417441270914314,0.1286124725367584,0.1740747000169004,0.0483353050532364,0.3544025688693594,0.134020618556701,0.0029498525073746,46197.31193622667,0.0029498525073746,0.0651548485361313,0.9348451514638688,0.0029498525073746,0.5147878992732804,0.4852121007267196
3,1104,0.0091074681238615,0.2244380598276154,0.1990873753591347,0.335812066925807,0.2406624978874429,0.0091074681238615,0.1188102078756126,0.0417441270914314,0.1286124725367584,0.1740747000169004,0.0483353050532364,0.3544025688693595,0.134020618556701,0.0091074681238615,21577.360577132968,0.0091074681238615,0.0651548485361313,0.9348451514638688,0.0091074681238615,0.5147878992732804,0.4852121007267196
4,1105,0.0091074681238615,0.2244371637195562,0.1990899612256995,0.3358118929654876,0.2406609820892566,0.0091074681238615,0.118808267435545,0.0417486980242167,0.1286205314794697,0.1740774519885731,0.0483377997708429,0.3543937761249101,0.1340134751764421,0.0091074681238615,30174.62214687952,0.0091074681238615,0.0651522060849099,0.93484779391509,0.0091074681238615,0.5147900603389959,0.4852099396610042
5,1106,0.0012004801920768,0.2314290830084357,0.2027580378759742,0.3246867247101887,0.2411261544054012,0.0012004801920768,0.0720911100685734,0.041233908716451,0.1284805867530607,0.2016657257637084,0.0845166992986403,0.3242768850667086,0.1477350843328574,0.0012004801920768,29692.558562804832,0.0012004801920768,0.1080001159122618,0.8919998840877381,0.0012004801920768,0.5244391012506819,0.4755608987493182
6,1107,0.0012422360248447,0.2314309120699071,0.2027580557072638,0.3246859639541234,0.2411250682687056,0.0012422360248447,0.0720917531403604,0.0412342981977061,0.1284817039868924,0.2016657564172583,0.0845166575641725,0.3242763517203714,0.1477334789732386,0.0012422360248447,23824.881329347638,0.0012422360248447,0.10800109229929,0.89199890770071,0.0012422360248447,0.5244401966138722,0.4755598033861278
7,1108,0.0,0.2304398025042209,0.2132489186885234,0.3182548856214453,0.2380563931858104,0.0,0.0767618897432703,0.0437471774231634,0.1353749732658579,0.2045986955711728,0.0824783015316278,0.3203913073286917,0.1366476551362158,0.0,31350.5617148253,0.0,0.1071642066416553,0.8928357933583446,0.0,0.5178887807937924,0.4821112192062076
8,1109,0.0022883295194508,0.2243207903530437,0.2780764201656254,0.2785122766235653,0.2190905128577655,0.0022883295194508,0.105622548307424,0.0592764782798198,0.1779747203254394,0.2227226500072643,0.0698823187563562,0.2963823913990992,0.0681388929245968,0.0022883295194508,35017.06029610641,0.0022883295194508,0.1019813519813519,0.8980186480186481,0.0022883295194508,0.4774081069301177,0.5225918930698823
9,1111,0.0018034265103697,0.2243207903530437,0.2780764201656254,0.2785122766235652,0.2190905128577654,0.0018034265103697,0.1056225483074241,0.0592764782798198,0.1779747203254395,0.2227226500072643,0.0698823187563562,0.2963823913990993,0.0681388929245968,0.0018034265103697,45118.52094326554,0.0018034265103697,0.1019813519813519,0.8980186480186481,0.0018034265103697,0.4774081069301177,0.5225918930698824
